中文类别,地点ID,生态区,X,Y,Z,距祭坛,状态
沉没墓穴,SunkenCrypt4,Swamp,-585,31,2547,2810,已生成
沉没墓穴,SunkenCrypt4,Swamp,2128,31,-1658,2828,已生成
沉没墓穴,SunkenCrypt4,Swamp,2367,31,-1199,2854,已生成
沉没墓穴,SunkenCrypt4,Swamp,-582,30,2617,2880,已生成
沉没墓穴,SunkenCrypt4,Swamp,-517,30,2684,2942,已生成
沉没墓穴,SunkenCrypt4,Swamp,2226,30,-1726,2947,已生成
沉没墓穴,SunkenCrypt4,Swamp,-627,31,2688,2955,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3017,31,-1481,2959,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-494,32,2758,3014,已生成
沉没墓穴,SunkenCrypt4,Swamp,2499,30,-1347,3030,已生成
沉没墓穴,SunkenCrypt4,Swamp,-575,30,2769,3031,已生成
沉没墓穴,SunkenCrypt4,Swamp,2257,30,-1843,3034,已生成
沉没墓穴,SunkenCrypt4,Swamp,2303,30,-1783,3042,已生成
沉没墓穴,SunkenCrypt4,Swamp,-505,31,2822,3078,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3133,30,-1524,3083,预定位置
沉没墓穴,SunkenCrypt4,Swamp,2567,31,-1404,3114,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3149,30,-1592,3126,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-561,31,2884,3144,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3251,30,-1462,3167,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1222,31,-3022,3173,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1160,31,-3068,3185,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3252,31,-1587,3218,预定位置
沉没墓穴,SunkenCrypt4,Swamp,2625,31,-1549,3223,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3323,30,-1551,3267,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1209,30,-3140,3271,预定位置
沉没墓穴,SunkenCrypt4,Swamp,2691,31,-1540,3280,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3313,30,-1617,3285,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1283,31,-3134,3301,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2482,31,-2800,3339,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1263,30,-3195,3345,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3332,31,-1734,3353,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2558,31,-2762,3359,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1202,31,-3260,3374,预定位置
沉没墓穴,SunkenCrypt4,Swamp,2310,31,1869,3382,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3531,31,-1341,3386,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2505,31,-2864,3403,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2752,30,-2638,3404,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3463,30,-1587,3411,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3400,31,-1735,3414,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3440,31,-1653,3416,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3531,31,-1466,3429,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3505,31,-1537,3430,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2820,32,-2621,3441,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1359,30,-3255,3444,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2481,31,-2941,3447,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1332,30,-3314,3482,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1476,30,-3568,3511,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2894,31,-2673,3530,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2442,31,-3118,3564,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2960,30,-2687,3588,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3906,32,-658,3603,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2430,31,-3184,3610,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1471,32,-3766,3696,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1654,30,-3712,3707,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4023,31,-639,3718,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4102,30,-646,3798,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2546,30,-3339,3803,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2622,31,-3325,3837,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3128,31,-2165,3948,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4273,31,-637,3966,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3217,30,-2038,3968,已生成
沉没墓穴,SunkenCrypt4,Swamp,-640,31,-4231,3992,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3152,31,-2235,4003,已生成
沉没墓穴,SunkenCrypt4,Swamp,3193,31,-2164,4004,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3446,30,2292,4026,已生成
沉没墓穴,SunkenCrypt4,Swamp,3256,31,-2122,4040,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4350,32,-643,4044,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3215,30,-2252,4066,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3513,30,2286,4074,已生成
沉没墓穴,SunkenCrypt4,Swamp,3280,31,-2254,4124,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3328,31,-2165,4124,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3829,31,-452,4159,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3391,30,-2227,4209,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3908,31,-517,4241,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3922,31,-434,4251,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3977,31,-499,4310,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4042,30,-630,4384,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1337,30,4031,4400,已生成
沉没墓穴,SunkenCrypt4,Swamp,4093,30,-522,4426,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4086,30,-713,4436,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4107,30,-624,4448,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1290,31,4106,4463,已生成
沉没墓穴,SunkenCrypt4,Swamp,4151,30,-574,4488,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-330,30,-4786,4535,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-395,30,4284,4536,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4662,31,1087,4539,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4721,30,906,4545,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3651,31,-2493,4564,已生成
沉没墓穴,SunkenCrypt4,Swamp,1467,30,3952,4570,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3460,30,3081,4575,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4733,31,1011,4584,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1547,31,3960,4609,已生成
沉没墓穴,SunkenCrypt4,Swamp,1398,31,4035,4619,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4789,30,948,4622,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1529,30,4044,4678,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4877,30,959,4710,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4867,31,1033,4720,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3645,30,2445,4800,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3710,30,2384,4820,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3705,30,2496,4877,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3897,30,2437,5006,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3834,31,2562,5021,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-5185,30,-1597,5043,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-5171,30,-1743,5071,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3957,31,2495,5087,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-5258,30,-1519,5093,预定位置
沉没墓穴,SunkenCrypt4,Swamp,3977,30,2576,5148,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-5262,31,-1710,5148,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-5321,30,-1609,5177,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4731,30,2673,5288,预定位置
沉没墓穴,SunkenCrypt4,Swamp,502,31,5066,5381,已生成
沉没墓穴,SunkenCrypt4,Swamp,638,31,5045,5383,已生成
沉没墓穴,SunkenCrypt4,Swamp,716,31,5054,5406,已生成
沉没墓穴,SunkenCrypt4,Swamp,442,30,5107,5412,已生成
沉没墓穴,SunkenCrypt4,Swamp,4609,30,1978,5414,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-4805,30,2822,5433,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1457,31,5069,5439,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4782,32,2890,5453,预定位置
沉没墓穴,SunkenCrypt4,Swamp,689,30,5118,5465,已生成
沉没墓穴,SunkenCrypt4,Swamp,779,31,-5625,5486,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4670,30,2048,5499,预定位置
沉没墓穴,SunkenCrypt4,Swamp,458,30,5198,5505,已生成
沉没墓穴,SunkenCrypt4,Swamp,587,31,5183,5510,已生成
沉没墓穴,SunkenCrypt4,Swamp,-4880,31,2876,5526,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3774,30,4078,5535,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3856,31,4021,5542,已生成
沉没墓穴,SunkenCrypt4,Swamp,567,31,5247,5571,已生成
沉没墓穴,SunkenCrypt4,Swamp,4721,31,2118,5575,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1213,31,-5639,5603,预定位置
沉没墓穴,SunkenCrypt4,Swamp,376,32,5317,5612,已生成
沉没墓穴,SunkenCrypt4,Swamp,4732,31,2190,5616,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3909,31,4098,5636,已生成
沉没墓穴,SunkenCrypt4,Swamp,1158,31,-5694,5642,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1231,31,-5702,5668,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2315,30,5066,5677,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-3981,31,4154,5724,已生成
沉没墓穴,SunkenCrypt4,Swamp,-2366,30,5124,5750,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1099,30,-5827,5755,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-2317,30,5170,5776,预定位置
沉没墓穴,SunkenCrypt4,Swamp,1479,31,5249,5788,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4624,30,-3277,5801,已生成
沉没墓穴,SunkenCrypt4,Swamp,-2381,30,5202,5828,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4597,31,-3389,5837,已生成
沉没墓穴,SunkenCrypt4,Swamp,-3588,30,4601,5847,已生成
沉没墓穴,SunkenCrypt4,Swamp,-2310,30,5253,5851,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4678,30,-3322,5870,已生成
沉没墓穴,SunkenCrypt4,Swamp,4670,30,-3392,5901,已生成
沉没墓穴,SunkenCrypt4,Swamp,4595,32,-3515,5904,已生成
沉没墓穴,SunkenCrypt4,Swamp,-2445,31,5263,5908,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4554,31,-3638,5940,已生成
沉没墓穴,SunkenCrypt4,Swamp,4661,31,-3506,5954,已生成
沉没墓穴,SunkenCrypt4,Swamp,4624,30,-3590,5970,已生成
沉没墓穴,SunkenCrypt4,Swamp,4744,30,-3405,5970,已生成
沉没墓穴,SunkenCrypt4,Swamp,-1904,31,5511,5975,预定位置
沉没墓穴,SunkenCrypt4,Swamp,-1983,30,5519,6003,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4660,30,3334,6140,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4750,30,3323,6208,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4687,30,3441,6225,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4656,30,3508,6241,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4753,31,3453,6285,预定位置
沉没墓穴,SunkenCrypt4,Swamp,4721,30,3529,6305,预定位置
熊洞,BearCave,BlackForest,-6,69,1144,1432,已生成
熊洞,BearCave,BlackForest,-829,37,-1800,1628,预定位置
熊洞,BearCave,BlackForest,322,53,1272,1655,已生成
熊洞,BearCave,BlackForest,-2056,57,65,1759,预定位置
熊洞,BearCave,BlackForest,-1990,51,452,1808,预定位置
熊洞,BearCave,BlackForest,1720,78,384,2142,预定位置
熊洞,BearCave,BlackForest,-1604,43,1530,2193,已生成
熊洞,BearCave,BlackForest,1283,42,1666,2503,预定位置
熊洞,BearCave,BlackForest,-2875,47,-513,2563,预定位置
熊洞,BearCave,BlackForest,-3007,42,-258,2682,预定位置
熊洞,BearCave,BlackForest,-3006,73,-762,2729,预定位置
熊洞,BearCave,BlackForest,1793,66,-2048,2777,预定位置
熊洞,BearCave,BlackForest,1148,36,2244,2898,预定位置
熊洞,BearCave,BlackForest,1595,36,2043,2991,预定位置
熊洞,BearCave,BlackForest,-2817,57,1672,3148,预定位置
熊洞,BearCave,BlackForest,2170,36,-2180,3154,预定位置
熊洞,BearCave,BlackForest,2438,40,1401,3219,预定位置
熊洞,BearCave,BlackForest,640,40,2940,3334,预定位置
熊洞,BearCave,BlackForest,573,39,3194,3560,预定位置
熊洞,BearCave,BlackForest,-1021,49,3385,3702,已生成
熊洞,BearCave,BlackForest,-3075,38,2754,4073,已生成
熊洞,BearCave,BlackForest,-2234,45,3898,4567,预定位置
熊洞,BearCave,BlackForest,-2681,39,-4345,4723,预定位置
熊洞,BearCave,BlackForest,-900,40,-5114,4896,预定位置
熊洞,BearCave,BlackForest,-3780,36,3385,5015,已生成
熊洞,BearCave,BlackForest,1529,43,-4927,5030,预定位置
熊洞,BearCave,BlackForest,-2236,64,4668,5278,预定位置
熊洞,BearCave,BlackForest,-771,40,-5702,5468,预定位置
熊洞,BearCave,BlackForest,-5823,52,584,5561,预定位置
熊洞,BearCave,BlackForest,2375,46,5192,6076,预定位置
熊洞,BearCave,BlackForest,-2492,39,6017,6633,预定位置
熊洞,BearCave,BlackForest,-4993,38,4486,6651,预定位置
熊洞,BearCave,BlackForest,-4295,40,5819,7253,预定位置
熊洞,BearCave,BlackForest,1287,74,-7354,7283,预定位置
熊洞,BearCave,BlackForest,5895,65,-4219,7378,预定位置
熊洞,BearCave,BlackForest,3841,47,5880,7413,预定位置
熊洞,BearCave,BlackForest,6215,60,-4153,7616,预定位置
熊洞,BearCave,BlackForest,6142,38,-4417,7693,预定位置
熊洞,BearCave,BlackForest,-7227,68,-3770,7747,预定位置
熊洞,BearCave,BlackForest,-8000,42,-2440,7980,预定位置
熊洞,BearCave,BlackForest,-6778,54,-5308,8198,预定位置
熊洞,BearCave,BlackForest,-6662,52,-5573,8275,预定位置
熊洞,BearCave,BlackForest,-7811,64,3832,8527,预定位置
熊洞,BearCave,BlackForest,8392,62,-581,8723,预定位置
熊洞,BearCave,BlackForest,8514,41,1028,8931,预定位置
熊洞,BearCave,BlackForest,-9209,48,1350,9027,预定位置
熊洞,BearCave,BlackForest,-8319,47,4025,9066,预定位置
熊洞,BearCave,BlackForest,-8774,37,3838,9386,预定位置
熊洞,BearCave,BlackForest,-9851,35,2112,9814,预定位置
熊洞,BearCave,BlackForest,9723,39,252,10061,预定位置
神秘之地,PlaceofMystery3,AshLands,-385,42,-9788,9537,预定位置
莫克哈拉,MorkBorg,DeepNorth,4094,61,7487,8911,预定位置
莫克哈拉,MorkBorg,DeepNorth,-1985,65,8514,8921,已生成
莫克哈拉,MorkBorg,DeepNorth,2369,101,8321,8986,预定位置
莫克哈拉,MorkBorg,DeepNorth,-384,81,8770,9021,预定位置
莫克哈拉,MorkBorg,DeepNorth,834,63,8766,9092,预定位置
莫克哈拉,MorkBorg,DeepNorth,-4287,71,7936,9095,预定位置
莫克哈拉,MorkBorg,DeepNorth,-4606,81,7808,9126,预定位置
莫克哈拉,MorkBorg,DeepNorth,320,83,8959,9233,预定位置
莫克哈拉,MorkBorg,DeepNorth,2624,102,8576,9307,预定位置
莫克哈拉,MorkBorg,DeepNorth,-1918,108,9023,9410,预定位置
莫克哈拉,MorkBorg,DeepNorth,2178,85,8830,9420,预定位置
莫克哈拉,MorkBorg,DeepNorth,-5377,74,7746,9459,预定位置
莫克哈拉,MorkBorg,DeepNorth,-4799,86,8127,9498,预定位置
莫克哈拉,MorkBorg,DeepNorth,-577,75,9342,9597,预定位置
莫克哈拉,MorkBorg,DeepNorth,961,115,9344,9682,预定位置
莫克哈拉,MorkBorg,DeepNorth,63,62,9471,9731,预定位置
莫克哈拉,MorkBorg,DeepNorth,5761,103,7359,9745,预定位置
莫克哈拉,MorkBorg,DeepNorth,2689,90,9087,9813,预定位置
莫克哈拉,MorkBorg,DeepNorth,-5952,89,7808,9829,预定位置
莫克哈拉,MorkBorg,DeepNorth,-8386,124,5375,9830,预定位置
莫克哈拉,MorkBorg,DeepNorth,-5697,107,8000,9846,预定位置
莫克哈拉,MorkBorg,DeepNorth,-3586,125,9088,9892,预定位置
莫克哈拉,MorkBorg,DeepNorth,-7168,66,6914,9908,预定位置
莫克哈拉,MorkBorg,DeepNorth,-511,79,9665,9918,预定位置
莫克哈拉,MorkBorg,DeepNorth,-8894,128,4864,9980,预定位置
莫克哈拉,MorkBorg,DeepNorth,-5569,78,8257,9995,预定位置
莫克哈拉,MorkBorg,DeepNorth,6015,120,7488,10005,预定位置
莫克哈拉,MorkBorg,DeepNorth,6847,60,6846,10090,预定位置
莫克哈拉,MorkBorg,DeepNorth,-3519,78,9406,10172,预定位置
莫克哈拉,MorkBorg,DeepNorth,6719,61,7104,10185,预定位置
莫克哈拉,MorkBorg,DeepNorth,4159,73,8897,10188,预定位置
莫克哈拉,MorkBorg,DeepNorth,2815,60,9473,10218,预定位置
莫克哈拉,MorkBorg,DeepNorth,8127,85,5569,10263,预定位置
莫克哈拉,MorkBorg,DeepNorth,2369,83,9665,10276,预定位置
莫克哈拉,MorkBorg,DeepNorth,3902,94,9151,10309,预定位置
莫克哈拉,MorkBorg,DeepNorth,5631,63,8255,10384,预定位置
莫克哈拉,MorkBorg,DeepNorth,8448,100,5311,10388,预定位置
莫克哈拉,MorkBorg,DeepNorth,3520,67,9407,10395,预定位置
莫克哈拉,MorkBorg,DeepNorth,4735,78,8897,10455,预定位置
莫克哈拉,MorkBorg,DeepNorth,5183,72,8640,10459,预定位置
莫根洞穴,MorgenHole1,AshLands,1017,31,-8379,8237,预定位置
莫根洞穴,MorgenHole1,AshLands,-2493,31,-8325,8360,预定位置
莫根洞穴,MorgenHole1,AshLands,-2119,36,-8444,8386,预定位置
莫根洞穴,MorgenHole1,AshLands,-1672,40,-8584,8441,预定位置
莫根洞穴,MorgenHole1,AshLands,-899,41,-8702,8470,预定位置
莫根洞穴,MorgenHole1,AshLands,1032,42,-8708,8565,预定位置
莫根洞穴,MorgenHole1,AshLands,576,32,-8895,8690,预定位置
莫根洞穴,MorgenHole1,AshLands,1663,36,-8769,8747,预定位置
莫根洞穴,MorgenHole1,AshLands,-3066,38,-8581,8769,预定位置
莫根洞穴,MorgenHole1,AshLands,-2494,66,-8772,8792,预定位置
莫根洞穴,MorgenHole1,AshLands,-1347,32,-9024,8832,预定位置
莫根洞穴,MorgenHole1,AshLands,-449,32,-9094,8844,预定位置
莫根洞穴,MorgenHole1,AshLands,-838,75,-9149,8912,预定位置
莫根洞穴,MorgenHole1,AshLands,3780,40,-8194,8941,预定位置
莫根洞穴,MorgenHole1,AshLands,-4284,39,-8320,8988,预定位置
莫根洞穴,MorgenHole1,AshLands,-2112,38,-9155,9082,预定位置
莫根洞穴,MorgenHole1,AshLands,-1,47,-9348,9103,预定位置
莫根洞穴,MorgenHole1,AshLands,317,59,-9344,9115,预定位置
莫根洞穴,MorgenHole1,AshLands,-2817,39,-9026,9121,预定位置
莫根洞穴,MorgenHole1,AshLands,2373,35,-9088,9239,预定位置
莫根洞穴,MorgenHole1,AshLands,-4738,31,-8392,9260,预定位置
莫根洞穴,MorgenHole1,AshLands,-5699,30,-7808,9273,预定位置
莫根洞穴,MorgenHole1,AshLands,772,46,-9468,9282,预定位置
莫根洞穴,MorgenHole1,AshLands,-578,36,-9536,9288,预定位置
莫根洞穴,MorgenHole1,AshLands,2947,48,-8956,9299,预定位置
莫根洞穴,MorgenHole1,AshLands,-5379,30,-8068,9308,预定位置
莫根洞穴,MorgenHole1,AshLands,-6272,31,-7429,9321,预定位置
莫根洞穴,MorgenHole1,AshLands,-2566,41,-9344,9364,预定位置
莫根洞穴,MorgenHole1,AshLands,-1977,39,-9478,9373,预定位置
莫根洞穴,MorgenHole1,AshLands,1345,46,-9476,9375,预定位置
莫根洞穴,MorgenHole1,AshLands,1732,46,-9414,9390,预定位置
莫根洞穴,MorgenHole1,AshLands,-4486,33,-8711,9427,预定位置
莫根洞穴,MorgenHole1,AshLands,-3271,31,-9208,9429,预定位置
莫根洞穴,MorgenHole1,AshLands,-66,47,-9785,9537,预定位置
莫根洞穴,MorgenHole1,AshLands,-1406,35,-9797,9607,预定位置
莫根洞穴,MorgenHole1,AshLands,-711,40,-9860,9616,预定位置
莫根洞穴,MorgenHole1,AshLands,-1093,34,-9853,9632,预定位置
莫根洞穴,MorgenHole1,AshLands,5576,36,-7875,9641,预定位置
莫根洞穴,MorgenHole1,AshLands,1093,30,-9790,9644,预定位置
莫根洞穴,MorgenHole1,AshLands,4673,32,-8707,9823,预定位置
莫根洞穴,MorgenHole2,AshLands,-3003,30,-8192,8380,预定位置
莫根洞穴,MorgenHole2,AshLands,1220,39,-8507,8399,预定位置
莫根洞穴,MorgenHole2,AshLands,-1217,39,-8646,8442,预定位置
莫根洞穴,MorgenHole2,AshLands,-2812,35,-8322,8445,预定位置
莫根洞穴,MorgenHole2,AshLands,-2554,57,-8515,8559,预定位置
莫根洞穴,MorgenHole2,AshLands,-3078,31,-8378,8581,预定位置
莫根洞穴,MorgenHole2,AshLands,-1666,35,-8827,8680,预定位置
莫根洞穴,MorgenHole2,AshLands,-646,63,-9025,8780,预定位置
莫根洞穴,MorgenHole2,AshLands,315,36,-9028,8800,预定位置
莫根洞穴,MorgenHole2,AshLands,-2299,50,-8903,8874,预定位置
莫根洞穴,MorgenHole2,AshLands,3516,31,-8261,8884,预定位置
莫根洞穴,MorgenHole2,AshLands,640,32,-9094,8896,预定位置
莫根洞穴,MorgenHole2,AshLands,1597,48,-8964,8922,预定位置
莫根洞穴,MorgenHole2,AshLands,-1159,38,-9151,8939,预定位置
莫根洞穴,MorgenHole2,AshLands,2756,36,-8699,8992,预定位置
莫根洞穴,MorgenHole2,AshLands,-3009,33,-8836,8995,预定位置
莫根洞穴,MorgenHole2,AshLands,1987,41,-8963,9014,预定位置
莫根洞穴,MorgenHole2,AshLands,4091,34,-8124,9027,预定位置
莫根洞穴,MorgenHole2,AshLands,2437,43,-8891,9070,预定位置
莫根洞穴,MorgenHole2,AshLands,-1797,37,-9278,9146,预定位置
莫根洞穴,MorgenHole2,AshLands,1408,72,-9278,9192,预定位置
莫根洞穴,MorgenHole2,AshLands,1788,49,-9210,9205,预定位置
莫根洞穴,MorgenHole2,AshLands,1156,51,-9342,9211,预定位置
莫根洞穴,MorgenHole2,AshLands,-4161,30,-8634,9218,预定位置
莫根洞穴,MorgenHole2,AshLands,-3008,31,-9094,9241,预定位置
莫根洞穴,MorgenHole2,AshLands,-832,33,-9479,9242,预定位置
莫根洞穴,MorgenHole2,AshLands,3196,33,-8836,9279,预定位置
莫根洞穴,MorgenHole2,AshLands,4157,40,-8380,9283,预定位置
莫根洞穴,MorgenHole2,AshLands,-1606,39,-9469,9306,预定位置
莫根洞穴,MorgenHole2,AshLands,3770,37,-8633,9328,预定位置
莫根洞穴,MorgenHole2,AshLands,-135,53,-9597,9348,预定位置
莫根洞穴,MorgenHole2,AshLands,-1406,31,-9543,9354,预定位置
莫根洞穴,MorgenHole2,AshLands,-2811,43,-9277,9362,预定位置
莫根洞穴,MorgenHole2,AshLands,-4665,33,-8581,9392,预定位置
莫根洞穴,MorgenHole2,AshLands,4098,36,-8581,9431,预定位置
莫根洞穴,MorgenHole2,AshLands,5955,36,-7290,9433,预定位置
莫根洞穴,MorgenHole2,AshLands,384,37,-9666,9442,预定位置
莫根洞穴,MorgenHole2,AshLands,2811,38,-9157,9442,预定位置
莫根洞穴,MorgenHole2,AshLands,-514,33,-9787,9538,预定位置
莫根洞穴,MorgenHole2,AshLands,5950,36,-7558,9631,预定位置
莫根洞穴,MorgenHole3,AshLands,-1721,30,-8196,8066,预定位置
莫根洞穴,MorgenHole3,AshLands,-1977,30,-8184,8103,预定位置
莫根洞穴,MorgenHole3,AshLands,-2747,30,-8131,8243,预定位置
莫根洞穴,MorgenHole3,AshLands,-58,31,-8636,8389,预定位置
莫根洞穴,MorgenHole3,AshLands,766,34,-8640,8460,预定位置
莫根洞穴,MorgenHole3,AshLands,-1480,31,-8644,8472,预定位置
莫根洞穴,MorgenHole3,AshLands,186,40,-8826,8589,预定位置
莫根洞穴,MorgenHole3,AshLands,1415,48,-8708,8634,预定位置
莫根洞穴,MorgenHole3,AshLands,894,45,-8890,8724,预定位置
莫根洞穴,MorgenHole3,AshLands,1281,59,-8893,8790,预定位置
莫根洞穴,MorgenHole3,AshLands,-2811,41,-8712,8818,预定位置
莫根洞穴,MorgenHole3,AshLands,-3331,34,-8642,8913,预定位置
莫根洞穴,MorgenHole3,AshLands,67,39,-9159,8916,预定位置
莫根洞穴,MorgenHole3,AshLands,2554,33,-8703,8929,预定位置
莫根洞穴,MorgenHole3,AshLands,-4802,30,-8005,8954,预定位置
莫根洞穴,MorgenHole3,AshLands,2950,37,-8644,9009,预定位置
莫根洞穴,MorgenHole3,AshLands,-5438,30,-7685,9022,预定位置
莫根洞穴,MorgenHole3,AshLands,-639,41,-9345,9099,预定位置
莫根洞穴,MorgenHole3,AshLands,-4547,39,-8313,9101,预定位置
莫根洞穴,MorgenHole3,AshLands,-2629,42,-9094,9138,预定位置
莫根洞穴,MorgenHole3,AshLands,3834,43,-8389,9139,预定位置
莫根洞穴,MorgenHole3,AshLands,2169,43,-9081,9175,预定位置
莫根洞穴,MorgenHole3,AshLands,-1031,31,-9401,9177,预定位置
莫根洞穴,MorgenHole3,AshLands,-3267,31,-8968,9200,预定位置
莫根洞穴,MorgenHole3,AshLands,-3966,30,-8707,9206,预定位置
莫根洞穴,MorgenHole3,AshLands,-4411,41,-8519,9222,预定位置
莫根洞穴,MorgenHole3,AshLands,510,61,-9472,9259,预定位置
莫根洞穴,MorgenHole3,AshLands,-2373,32,-9280,9259,预定位置
莫根洞穴,MorgenHole3,AshLands,2567,42,-9146,9353,预定位置
莫根洞穴,MorgenHole3,AshLands,1029,43,-9533,9380,预定位置
莫根洞穴,MorgenHole3,AshLands,-1155,36,-9661,9446,预定位置
莫根洞穴,MorgenHole3,AshLands,-3513,33,-9147,9450,预定位置
莫根洞穴,MorgenHole3,AshLands,-3705,34,-9088,9461,预定位置
莫根洞穴,MorgenHole3,AshLands,-313,34,-9854,9602,预定位置
莫根洞穴,MorgenHole3,AshLands,-1928,33,-9798,9680,预定位置
